ranking,puesto,id_atleta,nombre,medallas,estado,motivo
Silver,25,47116,Kornelia Ender,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,26,108746,Lee Ho-Seok,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,27,48357,Miho Takeda,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,28,48351,Miya Tachibana,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,29,102358,Natalie Coughlin,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,30,22531,Renzo Nostini,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,31,111902,Sarah Hammer,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,32,120448,Sun Wenyan,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,33,28837,Svetlana Khorkina,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,34,80303,Uschi Disl,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,35,22549,Vincenzo Pinton,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,36,96868,Vladimir Smirnov,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,37,44390,Carl Osburn,7,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,38,333,Hubert Van Innis,7,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,39,113450,Shelly-Ann Fraser-Pryce,7,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,40,44764,Susie O'Neill,7,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,41,48537,Tsuyoshi Yamanaka,7,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,42,39185,Adriana Chelariu-Bazon,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,43,67894,Alain Mimoun,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,44,13264,Albert Alden,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,45,84483,Albert Demchenko,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,46,43163,Albert Helgerud,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,47,57071,Aleksandar Tomov,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,48,31009,Aleksandr Dityatin,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,49,49701,Aleksandr Popov,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Silver,50,43949,Alf Swahn,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,1,47405,Franziska van Almsick,12,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,2,87293,Harri Kirvesniemi,12,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,3,71688,Merlene Ottey-Page,12,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,4,47293,Antje Buschschulte,10,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,5,22776,Arie de Jong,10,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,6,21867,Daniel Revenu,10,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,7,102358,Natalie Coughlin,10,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,8,65535,Phil Edwards,10,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,9,79977,Stefania Belmondo,10,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,10,108766,Arianna Fontana,9,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,11,126682,Brianna Throssell,9,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,12,100697,Apolo Anton Ohno,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,13,13064,Clara Hughes,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,14,49704,Dmitry Sautin,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,15,75867,Edvin Wide,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,16,126684,Emma McKeon,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,17,81384,Gabriella Paruzzi,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,18,22778,Jetze Doorman,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,19,28422,Margit Korondi,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,20,11825,Piero D'Inzeo,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,21,96103,Rintje Ritsma,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,22,88728,Roald Larsen,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,23,11834,Robert Dover,8,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,24,50860,Dara Torres,7,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,25,116126,Dimitrij Ovtcharov,7,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,26,129909,Kyle Chalmers,7,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,27,31148,William Merz,7,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,28,108878,Aino-Kaisa Saarinen,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,29,98760,Albina Akhatova,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,30,30743,Aleksey Nemov,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,31,65784,Alex Wilson,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,32,43949,Alf Swahn,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,33,118714,Aliya Mustafina,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,34,23425,Andrey Shuvalov,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,35,105777,Anna Meares,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,36,4724,Arnold Vanderlijde,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,37,101015,Beat Hefti,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,38,35162,Bo Hanson,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,39,15468,Brad McGee,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,40,42103,Charles Stewart,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,41,100121,Cindy Klassen,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,42,47326,Daniela Hunger,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,43,29025,Dominique Dawes,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,44,75481,Eric Backman,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,45,75674,Eric Lemming,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,46,85480,Felix Gottwald,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,47,12256,Fritz Ligges,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,48,50916,George Breen,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,49,23492,George Calnan,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Bronze,50,22822,George van Rossem,6,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,1,93113,Michael Phelps,28,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,2,22508,Edoardo Mangiarotti,26,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,3,9825,Birgit Fischer-Schmidt,24,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,4,11443,Isabell Werth,24,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,5,50859,Jenny Thompson,24,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,6,102358,Natalie Coughlin,24,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,7,67218,Paavo Nurmi,24,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,8,50860,Dara Torres,23,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,9,126684,Emma McKeon,21,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,10,47405,Franziska van Almsick,20,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,11,124356,Katie Ledecky,20,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,12,81748,Raisa Smetanina,20,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,13,77795,Ray Ewry,20,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,14,79977,Stefania Belmondo,20,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,15,43949,Alf Swahn,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,16,114422,Allison Schmitt,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,17,11431,Anky van Grunsven,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,18,78102,Carl Lewis,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,19,81402,Claudia Pechstein,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,20,22499,Giulio Gaudini,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,21,28985,Larisa Latynina,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,22,164169,Larysa Semenivna Latynina (Diriy-),18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,23,92527,Leisel Jones,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,24,82435,Lyubov Yegorova,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,25,29003,Lyudmila Turishcheva,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,26,78441,Martin Sheridan,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,27,71688,Merlene Ottey-Page,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,28,86842,Sixten Jernberg,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,29,80303,Uschi Disl,18,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,30,44390,Carl Osburn,17,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,31,333,Hubert Van Innis,17,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,32,50597,Shirley Babashoff,17,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,33,100697,Apolo Anton Ohno,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,34,108766,Arianna Fontana,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,35,89675,Bradley Wiggins,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,36,49704,Dmitry Sautin,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,37,80937,Galina Kulakova,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,38,10707,Gert Fredriksson,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,39,20654,Giovanna Trillini,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,40,111919,Jason Kenny,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,41,80378,Karin Enke-Kania,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,42,28422,Margit Korondi,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,43,12179,Reiner Klimke,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,44,85056,Sven Fischer,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,45,108523,Sven Kramer,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,46,86428,Veronica Campbell-Brown,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,47,100699,Viktor An,16,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,48,10675,Agneta Andersson,15,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,49,50950,Charlie Daniels,15,REVIEW,Ranking derived locally; top historical figures were checked selectively.
Total,50,51020,"Gary Hall, Jr.",15,REVIEW,Ranking derived locally; top historical figures were checked selectively.
