componente_atleta,miembros,nombres,tamano,fuentes,pares_evaluados,pares_safe,pares_review_conflict,pares_same_source_review,transitividad_insegura,attribute_conflict,clasificacion,id_atleta_canonico_propuesto,nombre_canonico_propuesto,puntuacion_completitud_canonico,razon,campos_a_rellenar,campos_attribute_conflict
AT000026,138;193644,Boris Becker | Boris Becker,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,138,Boris Becker,14/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000027,141;224484,Peter Franz | Peter Franz,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,141,Peter Franz,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000028,143;225032,Otto Froitzheim | Otto Froitzheim,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,143,Otto Froitzheim,15/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000029,144;228964,Marc-Kevin Goellner | Marc-Kevin Goellner,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,144,Marc-Kevin Goellner,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000030,148;242569,Eric Jelen | Eric Jelen,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,148,Eric Jelen,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000031,151;252980,Stephan Kuhl | Stephan Kuhl,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,151,Stephan Kuhl,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000032,161;307109,Michael Stich | Michael Stich,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,161,Michael Stich,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000033,165;186981,Helen Amankwah | Helen Amankwah,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,165,Helen Amankwah,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000034,167;279582,Patience Opokua | Patience Opokua,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,167,Patience Opokua,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000035,173;185272,Aristidis Akratopoulos | Aristidis Akratopoulos,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,173,Aristidis Akratopoulos,8/3,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000036,177;245270,Georgios Kalovelonis | Georgios Kalovelonis,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,177,Georgios Kalovelonis,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000037,180;281617,Pantelis Papadopoulos | Pantelis Papadopoulos,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,180,Pantelis Papadopoulos,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000038,182;284747,Dimitrios Petrokokkinos | Dimitrios Petrokokkinos,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,182,Dimitrios Petrokokkinos,17/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000039,184;289495,Evangelos Rallis | Evangelos Rallis,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,184,Evangelos Rallis,8/3,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000040,232;306927,Aida Steshenko | Aida Steshenko,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,232,Aida Steshenko,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000041,239;291111,Zelin Resiana | Zelin Resiana,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,239,Zelin Resiana,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000042,244;310333,Lili Tampi | Lili Tampi,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,244,Lili Tampi,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000043,247;312826,Minarti Timur | Minarti Timur,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,247,Minarti Timur,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000044,251;232139,Rudy Gunawan | Rudy Gunawan,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,251,Rudy Gunawan,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000045,259;166427,Tonny Maringgi | Tonny Z. Maringgi,2,fuente1 | fuente2 | fuente3,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,259,Tonny Maringgi,16/4,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT000046,273;294573,Niyati Roy-Shah | Niyati Roy-shah,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,273,Niyati Roy-Shah,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000047,276;187263,Vijay Amritraj | Vijay Amritraj,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,276,Vijay Amritraj,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000048,284;252256,Ramesh Krishnan | Ramesh Krishnan,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,284,Ramesh Krishnan,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000049,285;253196,Vimal Kumar | Vimal Kumar,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,285,Vimal Kumar,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000050,289;303618,Mohammed Sleem | Mohammed Sleem,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,289,Mohammed Sleem,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000051,296;314190,Carole Toy | Carole Toy,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,296,Carole Toy,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000052,301;221631,Jackson Fear | Jackson Fear,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,301,Jackson Fear,14/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000053,303;230806,Grant Greenham | Grant Greenham,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,303,Grant Greenham,14/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000054,307;321564,Rodney Wagner | Rodney Wagner,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,307,Rodney Wagner,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000055,328;277323,Francis Notenboom | Francis Notenboom,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,328,Francis Notenboom,14/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000056,341;257970,Namgyal Lhamu | Namgyal Lhamu,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,341,Namgyal Lhamu,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000057,342;314939,Pem Tshering | Pem Tshering,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,342,Pem Tshering,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000058,343;314944,Karma Tshomo | Karma Tshomo,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,343,Karma Tshomo,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000059,348;311327,Karma Tenzin | Karma Tenzin,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,348,Karma Tenzin,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000060,349;314938,Jigme Tshering | Jigme Tshering,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,349,Jigme Tshering,9/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000061,362;186346,Wanda Allan-Sadegur | Wanda Allan-sadegur,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,362,Wanda Allan-Sadegur,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000062,366;257107,Lucille Lemay | Lucille Lemay,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,366,Lucille Lemay,12/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000063,369;202346,Sylvain Cadieux | Sylvain Cadieux,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,369,Sylvain Cadieux,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000064,370;203256,Denis Canuel | Denis Canuel,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,370,Denis Canuel,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000065,371;214602,Daniel Desnoyers | Daniel Desnoyers,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,371,Daniel Desnoyers,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000066,376;266989,John McDonald | John Mcdonald,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,376,John McDonald,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000067,379;294478,Claude Rousseau | Claude Rousseau,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,379,Claude Rousseau,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000068,381;296394,Kevin Sally | Kevin Sally,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,381,Kevin Sally,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000069,385;261899,Ma Shaorong | Ma Shaorong,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,385,Ma Shaorong,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000070,386;322108,Wang Hong | Wang Hong,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,386,Wang Hong,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000071,391;326698,Yao Yawen | Yao Yawen,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,391,Yao Yawen,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000072,392;217791,Duoji Qiuyun | Duoji Qiuyun,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,392,Duoji Qiuyun,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000073,395;234199,Hao Wei | Hao Wei,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,395,Hao Wei,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000074,396;258350,Liang Qiang | Liang Qiang,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,396,Liang Qiang,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000075,397;258352,Liang Qiuzhong | Liang Qiuzhong,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,397,Liang Qiuzhong,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000076,398;261537,Luo Hengyu | Luo Hengyu,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,398,Luo Hengyu,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000077,399;294690,Ru Guang | Ru Guang,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,399,Ru Guang,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000078,400;301174,Shen Jun | Shen Jun,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,400,Shen Jun,7/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000079,407;155153,Luis González | Luis Alberto de Jesus Fernndez Gonzalez,2,fuente1 | fuente2 | fuente3,1,1,0,0,NO,YES,SAFE_ATHLETE_COMPONENT,407,Luis González,12/4,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,altura_cm;peso_kg
AT000080,414;241503,Arne Jacobsen | Arne Jacobsen,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,414,Arne Jacobsen,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000081,415;241508,Jan Jacobsen | Jan Jacobsen,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,415,Jan Jacobsen,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000082,417;295542,Jan Rytter | Jan Rytter,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,417,Jan Rytter,11/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000083,432;249153,Raul Kivilo | Raul Kivilo,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,432,Raul Kivilo,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000084,446;315330,Tommi Tuovila | Tommi Tuovila,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,446,Tommi Tuovila,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000085,452;225578,Christine Gabillard | Christine Gabillard,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,452,Christine Gabillard,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000086,454;283345,Catherine Pellen | Catherine Pellen,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,454,Catherine Pellen,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000087,458;195565,Henri Berton | Henri Berton,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,458,Henri Berton,7/3,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000088,462;211370,Albert Dauchez | Albert Dauchez,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,462,Albert Dauchez,7/3,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000089,469;221805,Bruno Felipe | Bruno Felipe,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,469,Bruno Felipe,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000090,472;224332,Claude Franclet | Claude Franclet,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,472,Claude Franclet,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000091,477;235329,Olivier Heck | Olivier Heck,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,477,Olivier Heck,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000092,478;235728,Henri Helle | Henri Helle,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,478,Henri Helle,15/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000093,485;257637,Damien Letulle | Damien Letulle,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,485,Damien Letulle,13/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000094,487;165763,Arthur Mabillon | Franois Arthur Mabillon,2,fuente1 | fuente2,1,1,0,0,NO,NO,SAFE_ATHLETE_COMPONENT,487,Arthur Mabillon,15/4,"Componente clique con todos los pares SAFE; canon por completitud biográfica, luego ID estable.",,
AT000095,491;287475,Alfred Poupart | Alfred Poupart,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,491,Alfred Poupart,7/3,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000096,493;288834,Charles Quervel | Charles Quervel,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,493,Charles Quervel,7/3,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
AT000097,496;300486,Auguste Serrurier | Auguste Serrurier,2,fuente1 | fuente2 | fuente3,1,0,1,1,NO,NO,REVIEW_ATHLETE_COMPONENT,496,Auguste Serrurier,10/4,contiene pares no SAFE_ATHLETE_PAIR; contiene SAME_SOURCE_REVIEW,,
