grupo_logico,filas,duplicados_mergeables,duplicados_conflictivos,clasificacion,ids_participacion,atletas_originales,eventos_originales,campos_conflictivos,id_atleta_canonico,id_evento_canonico
42970|14|1964|135|Mexico|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309532;579060,42970,1964,,42970,1964
66548|34|2018|62|Ecuador|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309542;579070,66548,2018,,66548,2018
63901|18|2003|10|Argentina|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309551;579079,63901,2003,,63901,2003
70105|18|2003|84|Ghana|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309559;579087,70105,2003,,70105,2003
145679|28|1981|222|Uruguay|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309584;579107,145679,1981,,145679,1981
145681|41|1901|135|Mexico|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309586;579109,145681,1901,,145681,1901
145682|54|1900|10|Argentina|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309587;579110,145682,1900,,145682,1900
145683|54|1989|208|Turkmenistan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309588;579111,145683,1989,,145683,1989
7654|32|2008|167|Poland|Bronze,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309590;579113,7654,2008,,7654,2008
71882|14|1946|108|Japan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309593;579114,71882,1946,,71882,1946
118715|50|2174|108|Japan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309594;579115,118715,2174,,118715,2174
104160|45|2201|108|Japan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309595;579116,104160,2201,,104160,2201
131983|54|1942|108|Japan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309596;579117,131983,1942,,131983,1942
58566|38|1994|108|Japan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309597;579118,58566,1994,,58566,1994
119059|50|2039|108|Japan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309598;579119,119059,2039,,119059,2039
13220|34|2151|157|New Zealand|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309600;579120,13220,2151,,13220,2151
114578|47|2022|196|Sudan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309607;579125,114578,2022,,114578,2022
132756|54|2056|175|Romania|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309608;579126,132756,2056,,132756,2056
145687|47|2006|144|Mauritius|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309609;579127,145687,2006,,145687,2006
120006|50|2003|45|Cameroon|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309612;579130,120006,2003,,120006,2003
49715|38|2455|183|Seychelles|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309613;579131,49715,2084,,49715,2455
145688|30|2009|204|Czechoslovakia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309616;579134,145688,2009,,145688,2009
74984|38|2015|183|Seychelles|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309623;579141,74984,2015,,74984,2015
127936|54|2204|83|Germany|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309624;579142,127936,2204,,127936,2204
68310|38|2003|78|Great Britain|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309625;579143,68310,2003,,68310,2003
69113|28|1996|80|East Germany|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309629;579146,69113,1996,,69113,1996
34426|36|2009|63|Egypt|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309632;579148,34426,2009,,34426,2009
145689|6|2556|73|France|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309639;579155,145689,2206,,145689,2556
145691|6|1942|94|Hungary|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309641;579157,145691,1942,,145691,1942
42791|34|2054|110|Kenya|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309642;579158,42791,2054,,42791,2054
106859|45|1983|83|Germany|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309647;579163,106859,1983,,106859,1983
59000|36|1937|145|Mauritania|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309649;579165,59000,1937,,59000,1937
74102|8|1946|167|Poland|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309651;579167,74102,1946,,74102,1946
60657|36|1943|74|West Germany|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309652;579168,60657,1943,,60657,1943
33125|28|2207|167|Poland|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309654;579170,33125,2207,,33125,2207
74103|16|1967|167|Poland|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309656;579172,74103,1967,,74103,1967
145692|36|1993|204|Czechoslovakia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309658;579174,145692,1993,,145692,1993
50171|32|2455|204|Czechoslovakia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309660;579176,50171,2084,,50171,2455
42606|16|2610|104|Italy|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309665;579181,42606,1963,,42606,2610
47618|41|2049|85|Greece|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309675;579182,47618,2049,,47618,2049
111533|47|2211|167|Poland|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309680;579184,111533,2211,,111533,2211
145695|18|2015|94|Hungary|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309683;579187,145695,2015,,145695,2015
22388|28|1956|98|Iran|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309685;579189,22388,1956,,22388,1956
122747|50|2078|154|Niger|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309686;579190,122747,2078,,122747,2078
29254|24|1920|34|Bulgaria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309687;579191,29254,1920,,29254,1920
119720|50|2003|186|Saint Kitts and Nevis|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309707;579210,119720,2003,,119720,2003
44655|38|2045|14|Australia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309713;579216,44655,2045,,44655,2045
68311|30|2218|78|Great Britain|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309718;579221,68311,2218,,68311,2218
93501|43|2|176|South Africa|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309722;579224,93501,1992,,93501,2
50893|3|2219|223|United States|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309723;579225,50893,2219,,50893,2219
44256|6|2224|223|United States|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309734;579235,44256,2224,,44256,2224
54941|28|1977|38|Canada|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309742;579243,54941,1977,,54941,1977
78730|36|2080|228|Saint Vincent and the Grenadines|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309743;579244,78730,2080,,78730,2080
129821|54|2041|14|Australia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309744;579245,129821,2041,,129821,2041
104515|45|2218|14|Australia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309745;579246,104515,2218,,104515,2218
118578|50|2080|177|Russia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309751;579252,118578,2080,,118578,2080
127912|54|626|83|Germany|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309752;579253,127912,2232,,127912,626
292|30|2034|14|Australia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309753;579254,292,2034,,292,2034
7769|36|2234|170|Puerto Rico|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309758;579259,7769,2234,,7769,2234
120704|50|2235|78|Great Britain|Gold,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309759;579260,120704,2235,,120704,2235
129900|54|2077|14|Australia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309762;579263,129900,2077,,129900,2077
77437|5|2216|223|United States|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309770;579271,77437,2216,,77437,2216
65452|10|2003|38|Canada|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309780;579281,65452,2003,,65452,2003
69618|26|2018|74|West Germany|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309785;579285,69618,2018,,69618,2018
184316|5|1994|78|Great Britain|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309788;579288,145700;184316,1994,,184316,1994
103354|45|635|155|Norway|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309795;579295,103354,2012,,103354,635
111175|47|2056|83|Germany|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309797;579297,111175,2056,,111175,2056
37445|14|2536|83|Germany|Gold,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309799;579299,37445,2013,,37445,2536
7655|22|1991|167|Poland|Silver,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309800;579300,7655,1991,,7655,1991
71712|34|2041|106|Jamaica|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309804;579304,71712,2041,,71712,2041
89198|43|2234|84|Ghana|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309810;579310,89198,2234,,89198,2234
33128|36|1979|153|Nigeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309811;579311,33128,1979,,33128,1979
74104|32|2062|167|Poland|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309812;579312,74104,2062,,74104,2062
73939|36|2177|163|Philippines|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309814;579314,73939,2177,,73939,2177
129308|54|2240|214|Turkey|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309817;579317,129308,2240,,129308,2240
145704|14|2052|214|Turkey|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309820;579320,145704,2052,,145704,2052
33129|32|1979|5|Algeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309827;579327,33129,1979,,33129,1979
92496|43|2049|5|Algeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309830;579329,92496,2049,,92496,2049
20383|10|2242|21|Belgium|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309833;579332,20383,2242,,20383,2242
60660|38|2243|73|France|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309839;579338,60660,2243,,60660,2243
145707|22|2043|73|France|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309840;579339,145707,2043,,145707,2043
10577|38|2161|176|South Africa|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309841;579340,10577,2161,,10577,2161
3344|22|1989|78|Great Britain|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309842;579341,3344,1989,,3344,1989
70107|22|2042|84|Ghana|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309851;579349,70107,2042,,70107,2042
114084|47|2123|121|Liberia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309858;579356,114084,2123,,114084,2123
70091|34|2167|84|Ghana|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309860;579358,70091,2167,,70091,2167
168|41|2245|84|Ghana|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309864;579362,168,2245,,168,2245
132064|54|2061|110|Kenya|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309879;579364,132064,2061,,132064,2061
101559|34|1966|153|Nigeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309883;579368,101559,1966,,101559,1966
4743|36|2010|153|Nigeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309885;579370,4743,2010,,4743,2010
128684|54|2247|153|Nigeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309889;579374,128684,2247,,128684,2247
49844|41|2248|198|Suriname|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309890;579375,49844,2248,,49844,2248
33130|32|2100|150|Netherlands|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309899;579381,33130,2100,,33130,2100
42709|34|2001|107|Jordan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309901;579383,42709,2001,,42709,2001
145711|10|2014|73|France|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309903;579385,145711,2014,,145711,2014
114786|47|2038|104|Italy|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309907;579388,114786,2038,,114786,2038
41757|8|2437|73|France|,3,2,0,MERGEABLE_DUPLICATE_CANDIDATE,309908;309909;579389,41757,2253;2254,,41757,2437
132053|54|2255|110|Kenya|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309914;579395,132053,2255,,132053,2255
38541|34|1978|150|Netherlands|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309915;579396,38541,1978,,38541,1978
73422|36|2003|153|Nigeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309925;579406,73422,2003,,73422,2003
128681|54|2256|153|Nigeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309932;579413,128681,2256,,128681,2256
66110|26|2545|45|Cameroon|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309935;579416,66110,1973,,66110,2545
122018|50|2074|78|Great Britain|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309938;579419,122018,2074,,122018,2074
47419|18|2178|83|Germany|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309943;579424,47419,2178,,47419,2178
129314|54|2002|218|Uganda|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309944;579425,129314,2002,,129314,2002
4744|32|2090|153|Nigeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309947;579428,4744,2090,,4744,2090
73423|34|1966|153|Nigeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309949;579430,73423,1966,,73423,1966
115016|47|1976|151|Nepal|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309957;579434,115016,1976,,115016,1976
115805|47|2064|11|Armenia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309961;579438,115805,2064,,115805,2064
56264|22|1977|196|Sudan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309963;579440,56264,1977,,56264,1977
72554|41|2041|119|Libya|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309964;579441,72554,2041,,72554,2041
73424|32|2003|153|Nigeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309969;579446,73424,2003,,73424,2003
76462|34|2156|218|Uganda|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309974;579451,76462,2156,,76462,2156
55612|38|2048|96|India|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309975;579452,55612,2048,,55612,2048
9536|38|2258|73|France-1|Bronze,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309977;579454,9536,2258,,9536,2258
145716|54|2259|136|Mongolia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309980;579457,145716,2259,,145716,2259
49355|12|1918|163|Philippines|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309981;579458,49355,1918,,49355,1918
120047|50|2234|45|Cameroon|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309989;579464,120047,2234,,120047,2234
77438|41|2014|223|United States|Gold,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309993;579468,77438,2014,,77438,2014
60662|34|1995|31|Brazil|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309995;579470,60662,1995,,60662,1995
60663|34|1943|31|Brazil|Silver,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,309998;579473,60663,1943,,60663,1943
13226|22|1974|83|Germany|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310001;579476,13226,1974,,13226,1974
61874|24|2243|31|Clementine V|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310006;579481,61874,2243,,61874,2243
28866|22|2112|200|Sweden|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310007;579482,28866,2112,,28866,2112
34538|24|2009|83|Germany|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310013;579488,34538,2009,,34538,2009
63571|6|1960|177|Bylina-2|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310015;579490,63571,1960,,63571,1960
11455|14|2261|200|Sweden|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310016;579491,11455,2261,,11455,2261
11456|6|2194|200|Sweden|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310018;579493,11456,2194,,11456,2194
118896|50|2112|200|Sweden|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310022;579497,118896,2112,,118896,2112
49979|5|1983|200|Sweden|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310026;579501,49979,1983,,49979,1983
41150|30|2265|38|Canada|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310035;579510,41150,2265,,41150,2265
60466|36|2268|74|West Germany|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310041;579516,60466,2268,,60466,2268
145720|32|2103|5|Algeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310044;579519,145720,2103,,145720,2103
46610|32|2069|78|Great Britain|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310045;579520,46610,2069,,46610,2069
109910|22|1974|69|Ethiopia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310046;579521,109910,1974,,109910,1974
20706|8|2242|150|Netherlands|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310047;579522,20706,2242,,20706,2242
8161|41|2234|202|Syria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310049;579524,8161,2234,,8161,2234
55933|22|1977|130|Morocco|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310050;579525,55933,1977,,55933,1977
76474|22|2015|218|Uganda|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310052;579527,76474,2015,,76474,2015
87658|43|2003|165|Palau|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310055;579529,87658,2003,,87658,2003
33131|36|1979|200|Sweden|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310062;579531,33131,1979,,33131,1979
145722|45|2179|126|Lithuania|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310073;579534,145722,2179,,145722,2179
81982|43|2042|84|Ghana|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310074;579535,81982,2042,,81982,2042
28867|32|2112|200|Sweden|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310075;579536,28867,2112,,28867,2112
145723|54|633|126|Lithuania|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310085;579546,145723,2011,,145723,633
81928|43|2106|176|South Africa|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310086;579547,81928,2106,,81928,2106
145725|14|1974|94|Hungary|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310088;579548,145725,1974,,145725,1974
145726|28|1987|94|Hungary|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310090;579550,145726,1987,,145726,1987
48911|34|2006|142|Monaco|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310092;579552,48911,2006,,48911,2006
7770|41|1981|170|Puerto Rico|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310093;579553,7770,1981,,7770,1981
145728|32|1991|22|Benin|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310096;579556,145728,1991,,145728,1991
76245|28|1967|210|Togo|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310097;579557,76245,1967,,76245,1967
40959|7|2270|21|Belgium|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310098;579558,40959,2270,,40959,2270
114311|47|2085|223|United States|Gold,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310108;579567,114311,2085,,114311,2085
145729|54|2031|147|Namibia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310116;579575,145729,2031,,145729,2031
42510|34|2133|95|Indonesia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310117;579576,42510,2133,,42510,2133
81909|43|2106|150|Netherlands|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310125;579584,81909,2106,,81909,2106
9982|41|1986|94|Hungary|Silver,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310137;579596,9982,1986,,9982,1986
33132|36|2211|78|Great Britain|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310139;579597,33132,2211,,33132,2211
82729|43|1911|38|Canada|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310142;579600,82729,1911,,82729,1911
145734|32|2128|136|Mongolia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310144;579602,145734,2065,,145734,2128
102509|45|2007|219|Ukraine|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310145;579603,102509,2007,,102509,2007
145735|32|2048|136|Mongolia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310149;579607,145735,2048,,145735,2048
145737|34|1987|101|Iceland|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310155;579612,145737,1987,,145737,1987
75184|14|2231|197|Switzerland|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310159;579614,75184,2231,,75184,2231
37446|24|1997|83|Germany|Silver,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310164;579616,37446,1997,,37446,1997
33133|28|2229|15|Austria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310166;579618,33133,2229,,33133,2229
145740|30|1974|197|Switzerland|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310169;579621,145740,1974,,145740,1974
123234|50|2022|21|Belgium|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310172;579624,123234,2022,,123234,2022
13229|10|1974|21|Belgium|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310177;579628,13229,1974,,13229,1974
110370|47|1974|21|Belgium|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310181;579631,110370,1974,,110370,1974
123235|50|2280|21|Belgium|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310182;579632,123235,2280,,123235,2280
145741|38|2281|197|Switzerland|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310183;579633,145741,2281,,145741,2281
46334|38|2282|73|France|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310184;579634,46334,2282,,46334,2282
11195|28|2283|197|Switzerland|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310187;579637,11195,2283,,11195,2283
56267|8|1977|197|Switzerland|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310193;579641,56267,1977,,56267,1977
74822|41|2123|177|Russia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310200;579648,74822,2123,,74822,2123
60665|26|1943|221|Soviet Union|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310201;579649,60665,1943,,60665,1943
116268|47|2112|177|Russia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310202;579650,116268,2112,,116268,2112
13231|34|1974|130|Morocco|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310211;579659,13231,1974,,13231,1974
105164|45|2073|69|Ethiopia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310214;579662,105164,2073,,105164,2073
58330|36|2067|98|Iran|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310221;579666,58330,2067,,58330,2067
93346|43|2040|63|Egypt|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310226;579668,93346,2040,,93346,2040
129052|54|2068|180|Samoa|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310231;579670,129052,2068,,129052,2068
76752|28|2545|221|Soviet Union|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310236;579675,76752,1973,,76752,2545
145748|54|1948|7|Angola|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310239;579678,145748,1948,,145748,1948
128978|54|2283|177|Russia|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310240;579679,128978,2283,,128978,2283
132814|54|2255|176|South Africa|Bronze,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310242;579681,132814,2255,,132814,2255
70108|28|1911|84|Ghana|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310243;579682,70108,1911,,70108,1911
53685|41|1942|85|Greece|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310245;579684,53685,1942,,53685,1942
145750|45|1942|85|Greece|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310250;579689,145750,1942,,145750,1942
3887|18|1968|98|Iran|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310256;579695,3887,1968,,3887,1968
145751|24|2153|159|Pakistan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310258;579697,145751;184598,2153,,145751,2153
145753|50|2286|175|Romania|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310268;579704,145753,2286,,145753,2286
51274|41|2007|224|Uzbekistan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310275;579711,51274,2007,,51274,2007
118726|50|2078|178|Rwanda|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310279;579714,118726,2078,,118726,2078
103374|45|2056|104|Italy|Bronze,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310281;579716,103374,2056,,103374,2056
76753|24|2231|221|Soviet Union|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310289;579723,76753,2231,,76753,2231
2734|41|1|223|United States|Gold,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310296;579728,2734,2091,,2734,1
74985|32|2080|183|Seychelles|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310298;579730,74985,2080,,74985,2080
41516|8|1964|63|Egypt|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310299;579731,41516,1964,,41516,1964
145755|45|1970|16|Azerbaijan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310302;579734,145755,1970,,145755,1970
145756|41|2154|16|Azerbaijan|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310303;579735,145756,2154,,145756,2154
73425|28|2014|153|Nigeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310306;579736,73425,2014,,73425,2014
1685|28|2073|22|Benin|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310307;579737,1685,2073,,1685,2073
73426|34|2080|153|Nigeria|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310308;579738,73426,2080,,73426,2080
127682|54|2122|73|France|Silver,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310309;579739,127682,2122,,127682,2122
145758|38|2082|22|Benin|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310312;579742,145758,2082,,145758,2082
118523|50|2180|210|Togo|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310313;579743,118523,2180,,118523,2180
67512|32|1947|73|France|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310314;579744,67512,1947,,67512,1947
33135|34|2211|223|United States|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310319;579748,33135,2211,,33135,2211
8381|41|2008|218|Uganda|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310322;579751,8381,2008,,8381,2008
20511|30|2242|78|Great Britain|,2,1,0,MERGEABLE_DUPLICATE_CANDIDATE,310323;579752,20511,2242,,20511,2242
